word,POS symbol,POS word,placement,affix,meaning,Example,English Sample,Page
lampásu,n,noun,,,"rag, mop, scrub.",,,174
,v,verb,,"/mag-, -an/","to mop, to scrub the floor.",Naglampásu akú.,I mopped the floor.,174
lampín,n,noun,,,baby’s diaper.,,,174
lampitáw,adj,adjective,,,"well-known, famous.",,,174
lampú’as,v,verb,,"/mag-, -un/","to pass, to reach beyond and move on.",Ginlampú’as ku ang eksámin.,I passed the exams.,174
lámpus,v,verb,,"/mag-, -un/","to hit someone with something, to strike hard with an instrument.",Ginlámpus ku ang síya.,I threw the chair very hard on the floor.,174
lamúk,n,noun,,,mosquito.,,,174
lamúd,v,verb,,"/mag-, -un/","to mix with, to add to.",Naglamúd akú sang ma’ís sa bugás.,I mixed corn with the rice.,174
lamún,n,noun,,,blind.,,,174
lámun,v,verb,,"/mag-, -un/","to eat like an animal, to gulp down food hungrily.",,,174
lána,n,noun,,,"wool, oil especially coconut oil.",,,174
lándung,n,noun,,,"shade, shadow.",,,174
lánsang,n,noun,,,nail.,,,174
,v,verb,,"/mag-, -un/",to drive a nail.,,,174
lansítas,n,noun,,,pocket knife.,,,174
lánta,adj,adjective,,,"withered, faded as of plants and flowers.",,147,174
lántaw,v,verb,,"/mag-, -un/","to watch, to see, to look out of the window.",,,175
lántun,n,noun,,,"tune, song, music, music sheet.",,,175
,v,verb,,"/mag-, -un/",to play a musical instrument.,Naglántun akú sang pyáno.,I played the piano.,175
lanúg,n,noun,,,"echo, black and blue mark, rotten portion.",,,175
lányatlányat,n,noun,,,membrane.,,,175
láng,pt,particle,,,"only, also, just.",Iní na lang.,This one (only).,175
láng’at,n,noun,,,"interval, space between.",,,175
lángaw,n,noun,,,fly.,,,175
lángka’,n,noun,,,jackfruit.,,,175
lángkag,v,verb,,"/mag-, -un/","to worry, to be anxious about.",Naglángkag akú sang hulát kay Joséfa.,I got worried waiting for Josefa.,175
lánggaw,n,noun,,,vinegar.,,,175
langís,n,noun,,,"oil, especially coconut oil.",,,175
lángit,n,noun,,,"heaven, sky, outer space.",,,175
láng’ug,adj,adjective,,/ma-/,"rotten, foul odor of stagnant water.",,,175
langúy,v,verb,,"/mag-, -un/",to swim.,,,175
lápak,v,verb,,"/mag-, -un/","to trample on, to step on, to treat with pride or contempt.",Naglápak silá sa lápuk.,They stepped on the mud.,175
lápad,n,noun,,/ka-/,"width, area, broadness.",,148,175
,adj,adjective,,/ma-/,"wide, broad, extensive.",,,176
lapá’lapá’,v,verb,,"/mag-, -un/","to cut into small pieces, to mangle.",Ginlapá’lapá’ niya ang kárne.,He cut the meat to pieces.,176
lápas,v,verb,,"/mag-, -un/","to violate, to disobey an order.",Naglápas si José sa kasugtánan.,Jose violated the agreement.,176
lapáw,v,verb,,"/mag-, -an/","to be higher than, to exceed, to overflow.",Naglápaw ang túbig.,The water overflowed.,176
lápdus,v,verb,,"/mag-, -un/","to hit with a strong force, to beat with intentions to destroy, to hit hard.",Ginlápdus ku ang síya.,I hit the chair against something.,176
lápis,n,noun,,,pencil.,,,176
lapít,adj,adjective,,/ma-/,"near, close, intimate.",,,176
,v,verb,,"/magpa-, -an…-pa-/","to approach, to move near, to be close by.",Nagpalapít si Manuél.,Manuel moved closer.,176
lápnag,v,verb,,"/mag-, -an/","to become extensive, to spread, to propagate.",Naglápnag ang balíta’.,The news spread.,176
lápsag,n,noun,,,"baby of age one to two, infant.",,,176
lápsi’,adj,adjective,,/ma-/,"frail, wan, pale, pallid.",,,176
lápta,v,verb,,"/mag-, -an/","to extend, to spread, to scatter.",,,176
lápus,v,verb,,/mag-/,"to pierce, to penetrate, to go through.",,,176
lapúyut,adj,adjective,,/ma-/,"sticky, thick in texture especially of liquids.",,149,176
lápyu,v,verb,,"/mag-, -un/","to tire, to get exhausted.",Naglápyu ang íya láwas sa trabáho.,He felt tired because of work.,177
laranghíta,n,noun,,,nectarine.,,,177
laráwan,n,noun,,,picture.,,,177
lárga,v,verb,,/mag-/,"to travel away on a boat, to sail away.",Naglárga si Nánay kahápun.,Mother left yesterday.,177
lasáw,n,noun,,,molasses.,,,177
lás’ay,adj,adjective,,/ma-/,"bland in taste, unsavory.",,,177
lásu,n,noun,,,"ribbon, trimming.",,,177
láta,n,noun,,,"tin, can.",,,177
latá’,adj,adjective,,,"rotten, overcooked.",,,177
látag,v,verb,,"/mag-, -un/","to bleach, to put out in the sun.",,,177
látay,v,verb,,"/mag-, -an/","to cross a narrow footbridge without support, to balance oneself on a narrow board.",Naglátay kamí sa tuláy patabúk sa subá’.,We crossed a narrow footbridge across the river.,177
látid,v,verb,,"/mag-, -un/","to line, to mark, to limit, to make a boundary.",Naglátid si Manuél sang kudál.,Manuel marked the area to be fenced in.,177
latigú,n,noun,,,whip.,,,177
latúk,n,noun,,,table.,,,177
látum,v,verb,,/mag-/,to penetrate to the innermost part.,Naglátum ang pínta sa káhuy.,The paint penetrated into the wood. 150,177
latún,n,noun,,,tin can with a volume content of five gallons.,,,178
,v,verb,,"/mag-, -un/","to infect, to contaminate.",Naglatún ang trangkásu ni Pédro sa ákun. I was contaminated by Pedro’s flu.,,178
lá’ug,v,verb,,/mag-/,"to roam, to stroll, to walk about.",Naglá’ug kamí kagáb’i.,We roamed around last night.,178
lá’um,v,verb,,/mag-/,"to hope, to expect, to trust, to estimate.",Naglá’um akú nga ma abút si Imélda.,I expected Imelda to come.,178
la’ún,n,noun,,,"old maid, bachelor girl.",,,178
-la-…-un,na,noun formative,,,noun formative affix designating an action to be performed to the object or person referred to.,Ang bilitayún ára’ sa prisohán.,The person to be hanged is inside the prison.,178
lá’ut,adj,adjective,,/ma-/,"vile, bad, malicious, wicked.",,,178
láwa’,n,noun,,,spider web.,,,178
láwag,v,verb,,"/mag-, -un/","to pronounce, to call out.",Ginláwag ang ngálan ku.,My name was called.,178
láwas,n,noun,,/tig-/,"body, human body.;  representative.",,,178
láw’ay,adj,adjective,,/ma-/,"ugly, offensive, repulsive.",,,178
láwid,n,noun,,/ka-/,"of distance, length.",,,178
,adj,adjective,,/ma-/,"of distance, long, long stretch.",,,178
láwig,adj,adjective,,/ma-/,"lengthy, wide, broad, extensive.",,,178
láwlaw,adj,adjective,,,"loose about the waist, of clothing, loose.",,,178
láya,n,noun,,,fish net.,,151,178
láya’,v,verb,,/mag-/,"to wither, to fade, to dry up as of flowers and plants.",,,179
láyag,n,noun,,,sail for a boat.,,,179
láyas,v,verb,,"/mag-, -an/","to run away, to flee from, to go away without permission, to run away from home.",,,179
layát,v,verb,,/mag-/,to sag as of skin.,Naglayát ang íya pánit.,Her skin sagged.,179
láygay,v,verb,,"/mag-, -un/","to advise, to talk, to lecture, to preach.",Nagláygay ang pári’.,The priest gave some advice.,179
layí,n,noun,,,"law, bill.",,,179
layú’,n,noun,,/ka-/,"of distance, far.",,,179
,adj,adjective,,/ma-/,"far, distant.",,,179
,v,verb,,/magpa-/,"to go far, to go away, to be far.",,,179
layúng,v,verb,,"/mag-, -un/","to dry up, to wither.",Naglayúng ang dáhun sang ságing.,The banana leaf withered.,179
leksyón,n,noun,,,lesson.,,,179
létse,n,noun,,,volume measure amounting to one eight-ounce tin can.,,,179
,intj,interjection,,,"damn, damn you.","letse flán n egg pie, custard.",,179
-li-,va,verbal affix,,,variant of -la-.,,,179
libák,v,verb,,"/mang-, -un/","to backbite, to deride.",Ginlibák ku si Córa.,I derided Cora. 152,179
libańg,v,verb,,"/mag-, -un/","to amuse, to entertain, to comfort.",Ginlibańg ku ang báta’.,I comforted the child.,180
libát,adj,adjective,,,cross-eyed.,,,180
,v,verb,,/mag-/,to become cross-eyed.,,,180
líbra,n,noun,,,pound.,,,180
líbre,adj,adjective,,,"free, gratis.",,,180
libreríya,n,noun,,,library.,,,180
líbro,n,noun,,,book.,,,180
líbu,num,numeral,,,thousand.,,,180
líbud,v,verb,,"/mag-, -un/","to peddle door to door, to go around.",Naglíbud ang tigúlang sang súman.,The old woman went around selling rice cake.,180
líbug,n,noun,,,bumblebee.,,,180
libúg,n,noun,,,"trouble, problem, worry.",,,180
,v,verb,,/mag-/,"to be confused, to be worried, to have a problem.",Naglibúg ang úlu ku.,I am confused.,180
libún,n,noun,,,"enclosure, fence.",,,180
,v,verb,,"/mag-, -un/","to enclose, to surround.",Naglibún akú sang kurtína sa kwárto.,I put curtains around the room.,180
líbut,v,verb,,"/mag-, -un/","to walk about, to roam around, to encircle.",,,180
,n,noun,,,surrounding.,,153,180
likáw,v,verb,,"/mag-, -an/","to shun, to avoid, to detour.",Naglikáw ang trak sa bátsi.,The truck avoided the hole in the road.,181
líkday,v,verb,,/mag-/,"to step to one side to allow another to pass, to make way, to step aside.",,,181
líkido,n,noun,,,liquid.,,,181
líki’,v,verb,,/mag-/,"to bound, to spring, to leap with grace.",Naglikí’ si Índay sa sá’ut.,Inday danced gracefully.,181
líksi,v,verb,,"/mag-, -un/","to jump around, to leap.",,,181
likú’,v,verb,,/mag-/,"to turn the corner, to turn a street corner.",,,181
likúd,n,noun,,,back.,,,181
likúm,v,verb,,"/mag-, -un/","to hide a secret, to conceal.",Naglikúm akú sang sekréto.,I concealed a secret.,181
lígad,v,verb,,/mag-/,"to pass by, to be part of the past.",,,181
Naglígad,na,noun formative,,,ang Enéro péro walá’ pa matapús ang trabáho ku.,,"January is already over, but my work is not done yet.",181
ligás,n,noun,,,"garter, belt.",,,181
lígdung,adj,adjective,,/ma-/,"modest, serious, conservative.",,,181
lígid,v,verb,,/mag-/,"to whirl, to roll, to turn over and over.",Naglígid ang batú sa bánglid.,The boulder rolled down the hill.,181
ligís,v,verb,,"/mag-, -un/","to mill, to crush into powder.",Nagligís akú sang má’is.,I milled some corn. 154,181
lígu’,v,verb,,/ma-/,"to take a bath, to bathe, to swim in the river or the ocean.",Nalígu’ akú.,I took a bath.,182
líg’un,adj,adjective,,/ma-/,"steady, stable, strong.",,,182
ligúnlígun,v,verb,,"/mag-, -un/","to let melt, to swallow or dissolve in the mouth.",Ginligúnlígun ku ang ákun bá’ba’.,I melted the candy in my mouth.,182
ligúy,adj,adjective,,,"negligent, truant.",,,182
,v,verb,,/mag-/,"to play truant, to be lazy.",,,182
liháy,v,verb,,"/mag-, -un/","to fall against for support, to lean on.",Nagliháy si Lucílle sa ákun.,Lucille leaned on me.,182
lihí’,v,verb,,"/mag-, -un/","to forbid, to disapprove.",Ginalihí’ku ang paggámit sang ópyum.,I disapprove of using narcotics.,182
líla,adj,adjective,,,"violet, lavender.",,,182
limá,num,numeral,,/ika-/,five;  fifth.,,,182
límbung,n,noun,,,"lie, deceit.",,,182
,v,verb,,"/mag-, -an/","to cheat, to deceive, to double-cross.",,,182
limitádo,adj,adjective,,,limited.,,,182
limpyabúta,n,noun,,,bootblack.,,,182
límyo,adj,adjective,,,"clean, spotless, in order.",,,182
,v,verb,,"/mag-, -an/","to clean, to put in order.",,,182
límug,v,verb,,/mang-/,to gargle.,Nanglímug si Ernésto sang túbig.,Ernesto gargled water.,182
limús,n,noun,,,"alm, donation.",,155,182
,v,verb,,"/mag-, -un/","to give alms, to donate.",,,183
límut,v,verb,,"/ma-, ma-…-an/",to forget.,,,183
linábhan,n,noun,,,washed clothes.,,,183
línas,v,verb,,"/mag-, -un/","to thresh as of rice, to trample upon.",Naglínas kamí sang humáy.,We threshed rice.,183
,n,noun,,/-an/,thresher.,,,183
línaw,n,noun,,,"brook, stream.",,,183
líntak,v,verb,,/mang-/,to emit a clicking sound.,Nanglíntak si Artúro sa ákun.,He clicked at me.,183
líntuk,n,noun,,,bran.,,,183
línug,n,noun,,,earthquake.,,,183
,v,verb,,/mag-/,"to have an earthquake, to shake like an earthquake.",,,183
linúng,adj,adjective,,/ma-/,"calm, silent, peaceful.",,,183
língas,v,verb,,/mag-/,"to distract, to confuse, to upset, to make noise.",Naglíngas si Vicénte sa kláse.,Vicente distracted the class.,183
lingáw,v,verb,,"/mag-, -un/","to distract, to bother, to amuse, to relax.",Ginlingáw ku ang ákun útud.,I amused my brother.,183
,adj,adjective,,/ma-/,"noisy, bothersome, distracting.",,,183
língkud,v,verb,,"/mag-, -an/",to sit down.,,,183
linggánay,n,noun,,,bell.,,,183
línghud,adj,adjective,,/ma-/,"of plants, young, new.",,156,183
língin,adj,adjective,,/ma-/,"dizzy, round.",,,184
,v,verb,,/mag-/,"to be dizzy, to have nausea, to feel the head spinning.",Naglíngin ang ákun úlu.,My head is dizzy.,184
língling,v,verb,,"/mag-, -un/","to peep through a small hole, to observe secretly through an aperture.",Naglíngling si José.,Jose peeped.,184
lipák,n,noun,,,"stick, small twig.",,,184
lípas,v,verb,,/mag-/,to pass by as of time.,Naglípas ang isá ka semána bágu nagkita’áy kamí.,One week passed before we saw each other.,184
lipát,v,verb,,"/ma-, ma-…-an/","to forget, to lose the memory.",Nalipát akú.,I forgot.,184
lípay,n,noun,,/ka-/,"happiness, joy, delight.",,,184
,v,verb,,"/ma-, ma-…-an/","to be delighted, to feel happy.",Nalípay akú nga tapús na.,I am glad it is all over.,184
lípun,v,verb,,/mag-/,"to screen, to conceal, to hide.",Naglípun si Heléna sang hábul.,Helena hid under the blanket.,184
lípung,v,verb,,/ma-/,"to faint, to fall unconscious.",,,184
líp’ut,n,noun,,/ka-/,"shortness, brevity.",,,184
,adj,adjective,,/ma-/,"short, brief, curtailed.",,,184
lísang,v,verb,,/mag-/,"to be terrified, to be frightened, to be shocked.",Naglísang ang kabáyu’ sa lupúk.,The horse was terrified with the bursting sound.,184
lisénsya,n,noun,,,"license, permission.",,157,184
,v,verb,,"/mag-, -an/",to ask permission.,Naglisénsya si Vída sa íya ilúy nga malakát.,Vida asked permission from her mother to leave.,185
lísi,v,verb,,/mag-/,to look about curiously or searchingly.,Naglísi ang báta’ sa dálan.,The child looked about curiously.,185
lisík,v,verb,,/mag-/,to fly like chips of wood.,Naglisík ang káhuy pagbús’ak ku.,Chips flew about when I chopped the wood.,185
lísngadlísngad,v,verb,,/mag-/,"to linger, to tarry, to delay.",Naglísngadlísngad si Victória sa íya trabáho.,Victoria delayed her work.,185
lísta,n,noun,,,"list, roll.",,,185
,v,verb,,"/mag-, -un/","to list down, to enlist, to enroll.",,,185
lístun,n,noun,,,"ribbon trimming, shoe string.",,,185
lísu,n,noun,,,seed.,,,185
lísu’,v,verb,,"/mag-, -un/","to turn about, to be awry.",Naglísu’ ang táwu sa tu’u.,the man turned to the right.,185
lisúd,adj,adjective,,/ma-/,"hard, difficult.",,,185
,n,noun,,/ka-/,"distress, hardship, difficulty.",,,185
litík,v,verb,,/mag-/,"to crack, to split, to have a flaw.",Naglitík ang kúlun.,The clay pot cracked.,185
lítra,n,noun,,,letter of the alphabet.,,,185
lítro,n,noun,,,liter measure.,,,185
litsúgas,n,noun,,,lettuce.,,,185
lítsun,n,noun,,,whole pig roasted on live coal pit.,,158,185
,v,verb,,"/mag-, -un/",to roast a whole Pig.,,,186
lítun,v,verb,,"/mag-, -un/","to migrate, to transfer, to move.",Naglítun kamí sa bág’u nga baláy.,We moved to the new house.,186
lí’ug,n,noun,,,neck.,,,186
liwáliwá,v,verb,,/magpa-/,"to relax, to take a vacation.",Nagpaliwáliwá silá sa Yurópa.,They took a vacation in Europe.,186
liwán,v,verb,,"/mag-, -un/","to do again, to repeat, to remodel.",Nagliwán si Élma sang báyu’ ku.,Elma remodelled my dress.,186
liwát,adv,adverb,,,"again, repeatedly.",,,186
,v,verb,,"/mag-, -un/","to do over, to remodel, to repeat.",,,186
liyón,n,noun,,,lion.,,,186
lóbo,n,noun,,,balloon.,,,186
lólo,n,noun,,,grandfather.,,,186
lóte,n,noun,,,"piece of land, lot.",,,186
-lu-,va,verbal affix,,,variant of -la-.,,,186
lú’ad,v,verb,,"/mag-, -un/","to spit out, to throw out of the mouth.",Ginlú’ad ku ang pagká’un.,I spit out the food.,186
lubád,v,verb,,"/mag-, -un/","to solve, to translate, to interpret.",,,186
lúbag,v,verb,,"/mag-, -un/","to twist, to wring, to twist and pull.",,,186
lúbha’,v,verb,,/-un/,"to cheat, to betray.",Ginlúbha’ niya akú.,He betrayed me. 159,186
lubhá’,adj,adjective,,/ma-/,"serious, grave.",,,187
,v,verb,,/mag-/,"to be seriously ill, to get worse.",Naglubhá’ ang íya balatí’an.,He got worse.,187
lubí,n,noun,,,coconut.,,,187
lúbid,n,noun,,,"rope, string.",,,187
,v,verb,,"/mag-, -un/","to entwine, to make into a rope or string.",,,187
lubúg,adj,adjective,,/ma-/,"murky, turbid.",,,187
,v,verb,,/mag-/,to become murky.,Naglubúg ang túbig.,The water became murky.,187
lubúng,n,noun,,,"burial, crypt.",,,187
,v,verb,,"/mag-, -un/","to bury, to inter.",,,187
lukát,v,verb,,"/mag-, -un/","to pull or dig out together with the roots, to uproot.",Ginlukát ku ang tanúm.,I dug out the plant.,187
lúku,v,verb,,"/mag-, -un/","to cheat, to trick.",Ginlúku ku si Élsa.,I tricked Elsa.,187
lukú,v,verb,,/mag-/,"of dogs, to lie down with front legs bent under.",Naglukú ang idú’.,The dog lay down.,187
lúksu,v,verb,,"/mag-, -un/","to jump, to leap, to jump over.",,,187
lúkut,v,verb,,"/mag-, -un/","to wind up, to roll, to crumple.",Naglúkut akú sang papél.,I crumpled the paper.,187
lugár,n,noun,,,"place, site, location.",,160,187
lúgdang,v,verb,,"/ma-, -un/","to sink, to disappear under the water.",Nalúgdang ang bapór.,The boat sank.,188
lúgpay,v,verb,,/-an/,"to mollify, to soothe, to counsel.",Ginlugpayán ku si Líto.,I mollified Lito.,188
lú’gu’,v,verb,,"/mag-, -un/",to shake.,Ginlú’hu’ ku ang bulúng sa botélya.,I shook the medicine in the bottle.,188
lugúm,n,noun,,,dye.,,,188
,v,verb,,"/mag-, -un/","to dye, to color with dye.",,,188
lúgus,v,verb,,"/mag-, -un/","to force to submit, to violate, to grab, to rape.",Ginlúgus ni Glória ang mánggad sang útud niya.,Gloria usurped the wealth of her sister.,188
lúha’,n,noun,,,tear.,,,188
lúhu,adj,adjective,,,"dressed up, elegant.",,,188
luhúd,v,verb,,"/mag-, -an/",to kneel down.,,,188
lulú’,adj,adjective,,/ma-/,"gentle, kind, meek, tender.",,,188
lumáy,n,noun,,,"love potion, charm.",,,188
,v,verb,,"/mag-, -un/","to entice, to attract strongly, to give a love potion.",Ginlumáy sya.,He was enticed.,188
lúmba’,n,noun,,,"race, contest.",,,188
,v,verb,,/mag-/,"to have a race, to hold a contest.",,,188
